Command,Link,Description,Preprocessed_Description
show loginsessions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-loginsess.htm,Displays the current administrator login sessions statistics.,current administrator login sessions statistics
show mac-address-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mac-add-tab.htm,Displays a MAC forwarding table.,mac forwarding table
show managed-device images,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-md-img.htm,This command displays the images of managed devices stored in the Mobility Conductor file server.,images managed devices stored mobility conductor file server
show master-configpending/show conductor-configpending,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mstr-confpend.htm,Displays the list of global commands which are not saved and are not sent to the managed device.,list global commands saved sent managed device
show master-local stats/show conductor-local stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mstr-lcl-stat.htm,Display statistics for communication between Mobility Conductor and managed devices.,display statistics communication mobility conductor managed devices
show master-l3redundancy/show conductor-l3redundancy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-master-l3redc.htm,Displays the Layer-3 configuration and database sync status as well as the current status of Layer-3-domain Mobility Conductor redundancy.,configuration database sync status well current status mobility conductor redundancy
show master-redundancy/show conductor-redundancy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mstr-redundcy.htm,Display the Mobility Conductor's redundancy configuration.,display mobility conductor redundancy configuration
show memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-memory.htm,This command displays the used and available memory on Mobility Conductor. Include a process name to display a memory information for a process on the AP or Mobility Conductor.,used available memory mobility conductor include process name display memory information process ap mobility conductor
show mgmt-role,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mgmt-role.htm,This command allows the user to view a list of management role configurations.,allows user view list management role configurations
show mgmt-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mgmt-srvr.htm,Displays the message counter information of management server.,message counter information management server
show mgmt-servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mgmt-srvrs.htm,Displays list of management servers that receive Advanced Monitoring (AMON) messages from the controller.,list management servers receive advanced monitoring amon messages controller
show mgmt-users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mgmt-users.htm,Displays the list of management users on the controller and the details of each management user.,list management users controller details management user
show mobility-managers (deprecated),https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mob-mngrs.htm,Use the command to display information for MMS server.,use display information mms server
show mon-serv-global-hash-tbl,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mon-serv-hash-tbl.htm,This command displays the global hash table entries of the monitoring server.,global hash table entries monitoring server
show mon-serv-fwv-lc-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mon-serv-fwv.htm,This command shows the status of local controllers and AirGroup counters on the monitoring server.,shows status local controllers airgroup counters monitoring server
show mon-serv-lc-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mon-srv-lc.htm,This command shows the status and counters of monitoring server.,shows status counters monitoring server
show mon-serv-mesh-tbl-entry,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-mon-serv-mesh.htm,This command displays the mesh table entries of the monitoring server.,mesh table entries monitoring server
show neighbor devices,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-neigh-devc.htm,Show neighbor device information.,show neighbor device information
show netdestination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-netdestin.htm,Displays IPv4 and IPv6 network destination information.,ipv4 ipv6 network destination information
show netexthdr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-netexthdr.htm,This command displays the IPv6 extension header (EH) types that are denied.,ipv6 extension header eh types denied
show netservice,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-netservice.htm,Show network services.,show network services
show netstat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-netstat.htm,"Show network statistics for current active network connections, filtered by protocol type.",show network statistics current active network connections filtered protocol type
show off-loader bss-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-offload-bssi.htm,This command shows the current WPA3 BSS information of the Off-Loader daemon process.,shows current wpa3 bss information daemon process
show off-loader pmk-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-offload-pmki.htm,This command shows the current WPA3 PMK information of the Off-Loader daemon process.,shows current wpa3 pmk information daemon process
show off-loader statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-offload-stat.htm,This command shows the current operational statistical counters of the Off-Loader daemon process.,shows current operational statistical counters daemon process
show openflow,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-openflow.htm,"The command displays the information such as flows, flow tables, system capabilities, and statistics related to OpenFlow on the managed device where OpenFlow is enabled.",information flows flow tables system capabilities statistics related openflow managed device openflow enabled
show openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-openfl-pro.htm,The command displays the OpenFlow profile information configured on the managed device.,openflow profile information configured managed device
show packages,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-packages.htm,This command displays information about the downloaded and active Loadable Service Module (LSM) service packages.,information downloaded active loadable service module lsm service packages
show packet-capture,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pckt-cap.htm,Displays packet capture status on the controller.,packet capture status controller
show packet-capture-defaults,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pckt-cap-def.htm,Displays the status of default packet capture options.,status default packet capture options
show pan-options,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pan-options.htm,This command displays configured options to integrate a managed device with a Palo Alto Networks (PAN) firewall.,configured options integrate managed device palo alto networks pan firewall
show papi-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-papi-sec.htm,This command shows a configured papi-security profile.,shows configured profile
show papi kernel-socket-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-papi-kernel.htm,This command shows the state of UDP PAPI sockets in the kernel.,shows state udp papi sockets kernel
show perf-test reports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-perf-test-rep.htm,Use this command under the guidance of Aruba technical support to view the results of an Iperf throughput test launched from an AP or controller.,use guidance aruba technical support view results iperf throughput test launched ap controller
show phonehome,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-phonehome.htm,Use this command to view current configuration settings and debugging statistics for the PhoneHome automatic reporting feature.,use view current configuration settings debugging statistics phonehome automatic reporting feature
show poe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-poe.htm,Displays the PoE status of all or a specific port on the controller.,poe status specific port controller
show priority-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-priority-map.htm,Displays the list of priority maps on a interface.,list priority maps interface
show processes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-process.htm,Displays the list of all system process running on the managed device. You can sort the list either by CPU intensive or memory intensive processes.,list system process running managed device sort list either cpu intensive memory intensive processes
show process fpapps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-proc-fpapps.htm,Displays the information from Level7's layer2/layer3 module.,information level7 module
show process monitor stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-proc-mon-stat.htm,Displays the current status of all the processes running under the process monitor watchdog.,current status processes running process monitor watchdog
show profile-list aaa,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-prof-list-aaa.htm,Displays the list of AAA profiles.,list aaa profiles
show profile-list airgroupprofile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-air.htm,Displays the list of configured AirGroup profiles.,list configured airgroup profiles
show profile-list airslice-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-airslice.htm,Displays the list of all Air Slice profiles.,list air slice profiles
show profile-list ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-ap.htm,Displays the list of AP profiles.,list ap profiles
show profile-list ap-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-ap-grp.htm,Displays the status of AP groups profiles in the controller.,status ap groups profiles controller
show profile-list ap-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-ls-ap-nm.htm,Displays the status of AP profiles in the controller.,status ap profiles controller
show profile-list dump-collection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-dump.htm,This command is used to display the list of all dump collection profiles.,used display list dump collection profiles
show profile-list est,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-est.htm,Displays the list of EST profiles.,list est profiles
show profile-list iot,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-iot.htm,This command is used to display the list of IOT profiles.,used display list iot profiles
show profile-list ha,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-ha.htm,Displays the list of HA profiles.,list ha profiles
show profile-list ids,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-ids.htm,Displays the status of all IDS profiles in the controller.,status ids profiles controller
show profile-list lc-cluster,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-lc-cl.htm,Displays the list of classic controller cluster profiles.,list classic controller cluster profiles
show profile-list license-pool-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-lic-pl.htm,Displays the list of license pool profiles.,list license pool profiles
show profile-list mgmt-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-mgmt.htm,Displays all the Mgmt Config profiles in the controller.,mgmt config profiles controller
show profile-list pan profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-pan.htm,This command is used to display the list of all Palo Alto Networks servers profiles.,used display list palo alto networks servers profiles
show profile-list policy-domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-pol-dom.htm,Displays the list of policy domain profiles.,list policy domain profiles
show profile-list rf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-rf.htm,Displays the status of all radio profiles.,status radio profiles
show profile-list scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-sched.htm,Displays the list of scheduler profiles.,list scheduler profiles
show profile-list sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-sso.htm,This command is used to display the list of all SSO profiles.,used display list sso profiles
show profile-list time-range-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-tim-ran.htm,This command is used to display the list of all time range profiles.,used display list time range profiles
show profile-list wlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-lst-wlan.htm,Displays the status of WLAN profiles on the controller.,status wlan profiles controller
show profile-list zigbee,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-pro-list-zig.htm,This command is used to display the list of zigbee profiles.,used display list zigbee profiles
show rap-wml,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rap-wml.htm,Displays the name and attributes of a MySQL database or a MySQL server.,name attributes mysql database mysql server
show references aaa alias-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-alias.htm,Shows AAA profile references to an alias group.,shows aaa profile references alias group
show references aaa authentication,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-auth.htm,This command shows AAA profile references.,shows aaa profile references
show references aaa authentication-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-auths.htm,This command displays information about AAA authentication servers.,information aaa authentication servers
show references aaa password-policy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-pwd.htm,This command shows the password policy for locally configured management users.,shows password policy locally configured management users
show references aaa profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-pro.htm,This command shows references to an AAA Profile.,shows references aaa profile
show references aaa radius,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-radius.htm,This command shows information about the configuration profiles that reference a specific RADIUS modifier profile.,shows information configuration profiles reference specific radius modifier profile
show references aaa radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-radat.htm,This command shows information about the configuration profiles that reference a specific RADIUS modifier profile.,shows information configuration profiles reference specific radius modifier profile
show references aaa rfc-3576-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-rfcsr.htm,This command shows information about the configuration profiles that reference a specific RFC 3576 server.,shows information configuration profiles reference specific rfc 3576 server
show references aaa server-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-serv.htm,This command shows references to a server group.,shows references server group
show references aaa xml-api server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aaa-xml.htm,This command shows references to an XML API Server.,shows references xml api server
show references activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-activate.htm,This command displays Activate service whitelist/allowlist profile references.,activate service profile references
show references airgroup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-airgrp.htm,This command displays information about AAA authentication servers.,information aaa authentication servers
show references airgroupprofile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-airgrp-pr.htm,This command shows the references to the AirGroup profile information.,shows references airgroup profile information
show references airmatch,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-am.htm,"The show references profile command displays profile references. No other profiles reference the AirMatch profile, so the output of this always displays a reference count of 0.",show references profile profile references profiles reference airmatch profile output always reference count 0
show references airslice-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-airslcpf.htm,This command displays references to an airslice profile.,references airslice profile
show references ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ap.htm,This command shows the number of references to a specific AP profile.,shows number references specific ap profile
show references ap-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ap-grp.htm,This command shows the number of references to a specific AP-group profile.,shows number references specific profile
show references ap-lacp-striping-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ap-lacp.htm,This command shows the references to the AP LACP LMS map information.,shows references ap lacp lms map information
show references ap-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ap-name.htm,This command shows the number of references to a specific AP-group profile.,shows number references specific profile
show references aruba-central,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-aruba-cen.htm,This command shows the number of references to Aruba-Central.,shows number references
show references ble service-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ble.htm,This command displays references to a ble profile.,references ble profile
show references bw-contract,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-bw-contr.htm,This command shows the number of references to bandwidth contract.,shows number references bandwidth contract
show references control-plane-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-con-plan.htm,This command shows the number of references to bandwidth contract.,shows number references bandwidth contract
show references dump-collection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-dump-pro.htm,This command shows references to a dump collection profile.,shows references dump collection profile
show references est profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-est-pro.htm,This command shows the number of references to bandwidth contract.,shows number references bandwidth contract
show references file syncing profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-file-sync.htm,This command shows references to the file syncing profile.,shows references file syncing profile
show references gps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-gps.htm,This command displays references to a gps profile.,references gps profile
show references guest-access-email,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-gst-acc.htm,This command shows references to the global guest access email profile.,shows references global guest access email profile
show references ha,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ha.htm,This command displays HA group profile references.,ha group profile references
show references ids,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ids.htm,This command displays IDS profile references.,ids profile references
show references ifmap cppm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ifmap.htm,This command displays the ClearPass Policy Manager IF-MAP references.,clearpass policy manager references
show references ip-flow-export-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ip-fl-exp.htm,This command shows references to the IP flow collector Profile.,shows references ip flow collector profile
show references lc-cluster,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lc-cl.htm,Displays Controller Cluster Profile references.,controller cluster profile references
show references lcd-menu,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lcd.htm,This command shows references to lcd-menu.,shows references
show references license-pool-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lic-pool.htm,This command displays references to a License pool profile.,references license pool profile
show references license-pool-profile-root,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lic-plrt.htm,This command displays references to a License root (/) pool profile.,references license root pool profile
show references mgmt-server profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-mgmt-srv.htm,Shows the management server configuration profiles.,shows management server configuration profiles
show references openflow-controller,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-openflow.htm,This command shows references to openflow controller.,shows references openflow controller
show references openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-openflow-pro.htm,This command shows references to openflow-profile.,shows references
show references pan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-pan.htm,This command shows references to Palo Alto Networks configuration.,shows references palo alto networks configuration
show references pan-options,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-pan-opt.htm,This command shows references to configure Palo Alto Networks options.,shows references configure palo alto networks options
show references papi-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-papi-sec.htm,Show references to a PAPI security profile.,show references papi security profile
show references rf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-rf.htm,Show RF profile references.,show rf profile references
show references scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sche-pro.htm,This command shows references to a scheduler profile.,shows references scheduler profile
show references sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sdwan.htm,This command shows references of the SD-WAN profile.,shows references profile
show references sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sso.htm,This command shows references to an SSO profile.,shows references sso profile
show references time-range-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-time-range.htm,This command shows references to a time range profile.,shows references time range profile
show references traceoptions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-trace.htm,This command shows references to traceoptions.,shows references traceoptions
show references ucc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ucc.htm,This command displays the UCC ALG references to a profile.,ucc alg references profile
show references upgrade-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-upg-pro.htm,Displays the upgrade profile references.,upgrade profile references
show references user-role,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-usr-role.htm,Show access rights for user role.,show access rights user role
show references websocket clearpass,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-web-sock.htm,This command shows references to the ClearPass WebSocket profile.,shows references clearpass websocket profile
show references web-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-web-srv.htm,Show the Web server configuration references.,show web server configuration references
show references wlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-wlan.htm,Show information about the different configuration profiles that reference a specific WLAN profile.,show information different configuration profiles reference specific wlan profile
show references zigbee,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-zigbee.htm,Show infosocket-inbound-profile rmation about specific zigbee profile.,show rmation specific zigbee profile
show rights,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rights.htm,Displays the list of user roles in the roles table with high level details of role policies. To view role policies of a specific role specify the role name.,list user roles roles table high level details role policies view role policies specific role specify role name
show roleinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-roleinfo.htm,Displays the role of the controller.,role controller
show route-access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rout-acc-lst.htm,This command displays information about ACLs for PBR.,information acls pbr
show rrm handover-trigger,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rrm-handover-trg.htm,This command shows handover trigger information of a station.,shows handover trigger information station
show running-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-run-conf.htm,"Displays the current Mobility Conductor configuration, including all pending changes that are yet to be saved. Use this command to see the complete running and pending configuration on the Mobility Conductor.",current mobility conductor configuration including pending changes yet saved use see complete running pending configuration mobility conductor
show scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sched-pro.htm,Displays details of the scheduler profile that associates priorities to four uplink queues.,details scheduler profile associates priorities four uplink queues
show scp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-scp.htm,Execute this command to view the status of the SCP server functionality of the controller or managed device.,execute view status scp server functionality controller managed device
show sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sdwan-pro.htm,This command shows if the SD-WAN profile is enabled or disabled.,shows profile enabled disabled
show serial console redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ser-con-redct.htm,Displays the status of Serial Console Redirect.,status serial console redirect
show session-acl-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sess-acl-list.htm,Displays the list of configured session ACLs in the controller.,list configured session acls controller
show slots,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-slots.htm,"Displays the list of slots in the managed device, including the status and card type.",list slots managed device including status card type
show spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-span-tree.htm,View the RSTP and PVST+ configuration.,view rstp configuration
show spantree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-spantree.htm,View the global RSTP and PVST+ topology.,view global rstp topology
show ssh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ssh.htm,Displays the SSH configuration details.,ssh configuration details
show sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sso-idp-pro.htm,Displays all SSO IDP profiles.,sso idp profiles
show station-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-station-tab.htm,Displays the internal station table entries and also details of a station table entry.,internal station table entries also details station table entry
show stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-stm.htm,This command is used to display the deauthentication reasons and the monitoring update queue information from the station management module.,used display deauthentication reasons monitoring update queue information station management module
show stm-timing-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-stm-timing.htm,This command shows STM/SAPM timing measurements.,shows timing measurements
show storage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-storage.htm,Displays the storage information on the controller.,storage information controller
show switch ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switch.htm,Displays the IP address of the controller and VLAN ID.,ip address controller vlan id
show switch software,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switch-sw.htm,Displays the details of the software running in the controller.,details software running controller
show switches,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switches.htm,"Displays the details of managed device connected to the Mobility Conductor, including the Mobility Conductor itself.",details managed device connected mobility conductor including mobility conductor
show switchinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switchinfo.htm,"Displays the latest and complete summary of managed device details including role, last configuration change, hostname, and reason for last reboot.",latest complete summary managed device details including role last configuration change hostname reason last reboot
show syscontact,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-syscontct.htm,Displays the contact information for support.,contact information support
show syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-syslocation.htm,Displays the location details of the controller.,location details controller
show tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tech-sup.htm,Displays all information about the controller required for technical support purposes.,information controller required technical support purposes
show telnet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-telnet.htm,Displays the status of telnet access using the CLI or Serial over Ethernet (SOE) to the controller.,status telnet access using cli serial ethernet soe controller
show threshold,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-threshold.htm,"This command shows managed device capacity thresholds which, when exceeded, will trigger alerts.",shows managed device capacity thresholds exceeded trigger alerts
show threshold-limits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-thresh-lim.htm,This command shows current values of the different resources monitored by the managed device.,shows current values different resources monitored managed device
show time-range,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-timeranges.htm,Displays the list of time range configured in the system and rules affected by the time range.,list time range configured system rules affected time range
show timer debug statistics app-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-timer-dbg-sta.htm,Display timer debugging statistics for a specific application.,display timer debugging statistics specific application
show tm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tm.htm,This command is used to display the monitoring update queue information of the telemetry manager module.,used display monitoring update queue information telemetry manager module
show tpm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tpm.htm,Displays the TPM and factory certificate information and error log.,tpm factory certificate information error log
show trunk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-trunk.htm,Displays the list of trunk ports on the controller.,list trunk ports controller
show tunnel-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunnel-grp.htm,Displays the operational status of the tunnel-groups configured on the controller.,operational status configured controller
show tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunnel-node.htm,"Displays the wired tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database.",wired tunneled node configuration details state tunneled node lists tunneled nodes database
show tunneled-node-mgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunl-node-mgr.htm,"Displays the tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database.",tunneled node configuration details state tunneled node lists tunneled nodes database
show uap-blacklist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-uap-blcklst.htm,"This command configures a UAP  blacklist/denylist database entry. You can add, delete, or modify AP MAC addresses and description to this database. If you enable the  blacklist/denylist policy in the AP deploy profile, the policy is applied to the APs included in this list.",configures uap database entry add delete modify ap mac addresses database enable policy ap deploy profile policy applied aps included list
show upgrade internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-intrn.htm,This command displays the upgrade status of the managed devices.,upgrade status managed devices
show upgrade managed-devices,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-mds.htm,This command displays the upgrade status of the managed devices.,upgrade status managed devices
