Command,Link,Description
show references license-pool-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lic-pool.htm,This command displays references to a License pool profile.
show references license-pool-profile-root,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-lic-plrt.htm,This command displays references to a License root (/) pool profile.
show references mgmt-server profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-mgmt-srv.htm,Shows the management server configuration profiles.
show references openflow-controller,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-openflow.htm,This command shows references to openflow controller.
show references openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-openflow-pro.htm,This command shows references to openflow-profile.
show references pan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-pan.htm,This command shows references to Palo Alto Networks configuration.
show references pan-options,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-pan-opt.htm,This command shows references to configure Palo Alto Networks options.
show references papi-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-papi-sec.htm,Show references to a PAPI security profile.
show references rf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-rf.htm,Show RF profile references.
show references scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sche-pro.htm,This command shows references to a scheduler profile.
show references sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sdwan.htm,This command shows references of the SD-WAN profile.
show references sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-sso.htm,This command shows references to an SSO profile.
show references time-range-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-time-range.htm,This command shows references to a time range profile.
show references traceoptions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-trace.htm,This command shows references to traceoptions.
show references ucc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-ucc.htm,This command displays the UCC ALG references to a profile.
show references upgrade-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-upg-pro.htm,Displays the upgrade profile references.
show references user-role,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-usr-role.htm,Show access rights for user role.
show references websocket clearpass,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-web-sock.htm,This command shows references to the ClearPass WebSocket profile.
show references web-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-web-srv.htm,Show the Web server configuration references.
show references wlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-wlan.htm,Show information about the different configuration profiles that reference a specific WLAN profile.
show references zigbee,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ref-zigbee.htm,Show infosocket-inbound-profile rmation about specific zigbee profile.
show rights,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rights.htm,Displays the list of user roles in the roles table with high level details of role policies. To view role policies of a specific role specify the role name.
show roleinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-roleinfo.htm,Displays the role of the controller.
show route-access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rout-acc-lst.htm,This command displays information about ACLs for PBR.
show rrm handover-trigger,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-rrm-handover-trg.htm,This command shows handover trigger information of a station.
show running-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-run-conf.htm,"Displays the current Mobility Conductor configuration, including all pending changes that are yet to be saved. Use this command to see the complete running and pending configuration on the Mobility Conductor."
show scheduler-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sched-pro.htm,Displays details of the scheduler profile that associates priorities to four uplink queues.
show scp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-scp.htm,Execute this command to view the status of the SCP server functionality of the controller or managed device.
show sdwan-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sdwan-pro.htm,This command shows if the SD-WAN profile is enabled or disabled.
show serial console redirect,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ser-con-redct.htm,Displays the status of Serial Console Redirect.
show session-acl-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sess-acl-list.htm,Displays the list of configured session ACLs in the controller.
show slots,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-slots.htm,"Displays the list of slots in the managed device, including the status and card type."
show spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-span-tree.htm,View the RSTP and PVST+ configuration.
show spantree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-spantree.htm,View the global RSTP and PVST+ topology.
show ssh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ssh.htm,Displays the SSH configuration details.
show sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-sso-idp-pro.htm,Displays all SSO IDP profiles.
show station-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-station-tab.htm,Displays the internal station table entries and also details of a station table entry.
show stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-stm.htm,This command is used to display the deauthentication reasons and the monitoring update queue information from the station management module.
show stm-timing-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-stm-timing.htm,This command shows STM/SAPM timing measurements.
show storage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-storage.htm,Displays the storage information on the controller.
show switch ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switch.htm,Displays the IP address of the controller and VLAN ID.
show switch software,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switch-sw.htm,Displays the details of the software running in the controller.
show switches,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switches.htm,"Displays the details of managed device connected to the Mobility Conductor, including the Mobility Conductor itself."
show switchinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-switchinfo.htm,"Displays the latest and complete summary of managed device details including role, last configuration change, hostname, and reason for last reboot."
show syscontact,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-syscontct.htm,Displays the contact information for support.
show syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-syslocation.htm,Displays the location details of the controller.
show tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tech-sup.htm,Displays all information about the controller required for technical support purposes.
show telnet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-telnet.htm,Displays the status of telnet access using the CLI or Serial over Ethernet (SOE) to the controller.
show threshold,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-threshold.htm,"This command shows managed device capacity thresholds which, when exceeded, will trigger alerts."
show threshold-limits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-thresh-lim.htm,This command shows current values of the different resources monitored by the managed device.
show time-range,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-timeranges.htm,Displays the list of time range configured in the system and rules affected by the time range.
show timer debug statistics app-name,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-timer-dbg-sta.htm,Display timer debugging statistics for a specific application.
show tm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tm.htm,This command is used to display the monitoring update queue information of the telemetry manager module.
show tpm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tpm.htm,Displays the TPM and factory certificate information and error log.
show trunk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-trunk.htm,Displays the list of trunk ports on the controller.
show tunnel-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunnel-grp.htm,Displays the operational status of the tunnel-groups configured on the controller.
show tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunnel-node.htm,"Displays the wired tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database."
show tunneled-node-mgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-tunl-node-mgr.htm,"Displays the tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database."
show uap-blacklist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-uap-blcklst.htm,"This command configures a UAP  blacklist/denylist database entry. You can add, delete, or modify AP MAC addresses and description to this database. If you enable the  blacklist/denylist policy in the AP deploy profile, the policy is applied to the APs included in this list."
show upgrade internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-intrn.htm,This command displays the upgrade status of the managed devices.
show upgrade managed-devices,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-mds.htm,This command displays the upgrade status of the managed devices.
show upgrade-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-upg-pro.htm,"The settings in the centralized image upgrade profile uses ArubaOS images to upgrade the managed devices with the ArubaOS images hosted on an image server. When an upgrade action command is executed on the Mobility Conductor, the upgrademgr process running on Mobility Conductor sends an upgrade request to upgrademgr process running on corresponding managed devices. The managed devices then connect to the image server and download the appropriate image file after verifying the validity of the image file, before upgrading to the downloaded image file. The centralized image upgrade feature is enabled and configured on managed devices only, and supports up to 100 simultaneous image downloads."
show uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-uplink.htm,Displays uplink manager configuration details.
show usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-usb.htm,Display detailed USB device information on a stand-alone controller or managed device. This command should be executed from the managed device only.
show user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-user.htm,"Displays detailed information about user in terms of AP group, authentication method, role and so on. Use the show user command to show detailed user statistics and roles."
show user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-user-tab.htm,"Displays detailed information about the controller’s connection to a user device, in regards to mobility state and statistics, authentication statistics, VLAN assignment method, AP datapath tunnel info, radius accounting statistics, user name, user-role derivation method, datapath session flow entries, and 802.11 association state and statistics. The show user command allows you to filter specific information by parameter. Use the show user-table command to show detailed user statistics which includes the entire output of the user-table, mobility state and statics, authentication statistics, VLAN assignment method, AP datapath tunnel information, radius accounting statistics, user-role derivation method, datapath session flow entries, and 802.11 association state and statistics."
show util_proc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-util-proc.htm,"Show counters for the guest email process. As part of guest provisioning, the guest access email feature allows you to define the SMTP port and server that processes guest provisioning email. This server sends email to the guest or the sponsor when a guest user manually sends email from the Guest Provisioning page, or when a user creates a guest account."
show valid-network-oui-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vald-ntwk-oui.htm,"This command displays the Valid Equipment OUI Profile table. If you use the valid-networkoui-profile to add a new OUI to the controller, use the show valid-network-oui-profile command to see a list of current OUIs."
show version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-version.htm,Shows the system software version.
show via,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-via.htm,Displays the VIA version and web session details.
show vlan-assignment,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vlan-assign.htm,This command shows the number of clients assigned to a VLAN. Issue this command to show the number of clients that are assigned to a VLAN.
show vlan-assignment-auth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vlan-assg-auth.htm,This command shows the VLAN usage in the user authentication module. Issue this command to view all the VLAN IDs that are configured along with the current client count that uses that VLAN ID.
show vlan-bwcontract-explist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vln-bwcnt-exp.htm,Show entries in the VLAN bandwidth contracts MAC exception lists.
show vpn-dialer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vpn-dialr.htm,Displays the VPN dialer configuration for users using VPN dialers.
show vrrp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-vrrp.htm,"Displays the list of all VRRP configuration on the managed device. To view a specific VRRP configuration, specify the VRID number."
show web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-cc.htm,"Displays information about web content (web-cc) classification settings, category and reputation types, classification statistics and bandwidth contracts. The web content classification feature classifies all (HTTP/HTTPS) web traffic on the network. The output of the show web-cc command displays information about Webroot classification categories and risk reputation levels, bandwidth contracts, and the web content classification cache and database."
show web-proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-proxy.htm,Displays information about the port and server configured for the web-proxy.
show web-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-web-srvr.htm,Displays the configuration and statistics of the controller web server.
show websocket,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-websocket.htm,Displays the ClearPass WebSocket configuration.
show whitelist-db cpsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-whtlstdb-cps.htm,"Displays the campus AP whitelist/allowlist for campus APs using the control plane security feature. To view information for a single AP, use the command show whitelist-db cpsec mac-address <mac-address>/ show allowlist-db cpsec mac-address <mac-address> . If your deployment includes both Mobility Conductor and managed devices, then the campus AP whitelist/allowlist on every managed device contains an entry for every secure AP on the network, regardless of the managed device to which it is connected."
show whitelist-db cpsec-seq,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-db-cp-seq.htm,Display the current sequence number for the Mobility Conductor or managed device whitelists/allowlists. The current sequence number in the Sequence Number Details table shows the number of changes to the campus AP whitelist/allowlist made on this managed device.
show whitelist-db cpsec-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-db-cp-sta.htm,Display aggregate status information APs in the campus AP whitelist/allowlist.
show whitelist-db cpsec-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-db-cp-stat.htm,This command displays the statistics of CPSEC allowlist/whitelist in an AP.
show whitelist-db rap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-db-rap.htm,View detailed information for the remote AP whitelist/allowlist database.
show whitelist-db rap-local-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-dbr-lcl-sw.htm,"Displays the remote AP whitelist/allowlist local switch list on Mobility Conductor. When you have remote APs on a network with both master/conductor and managed devices, Mobility Conductor maintains a whitelist/allowlist of managed devices with remote APs. When you change a remote AP whitelist/allowlist on any managed device, that managed device contacts Mobility Conductor to check the local switch whitelist/allowlist, then contacts every other managed device to notify it of the change. This allows a remote AP to move between managed devices and still stay connected to the secure network."
show whitelist-db rap-master-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-dbr-master.htm,"Displays the remote AP whitelist/allowlist master/conductor switch list on managed devices with remote APs. When your network has both master/conductor and managed devices, each managed device with associated remote APs has a master/conductor switch whitelist/allowlist which contains the IP and MAC addresses of Mobility Conductor. If your network has a redundant Mobility Conductor, then this list will contain more than one entry."
show whitelist-db rap-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wl-dbr-status.htm,Display aggregate status information APs in the remote AP whitelist/allowlist.
show whitelist-db seq-pendlist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-whtlstdb-seq.htm,Displays the aggregate maximum pending list information.
show wired-blacklist-clients,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wrd-bl-clnt.htm,This command shows wired clients that are blacklisted/denylisted. Issue this command to list the blacklisted/denylisted wired clients.
show wmm tspec-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wmm-tspec-sta.htm,"This command displays TSPEC statistics information. A WMM client can send a Traffic Specification (TSPEC) signaling request to the AP before sending traffic of a specific AC type, such as voice."
show wms ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-ap.htm,"This command displays information for APs currently monitored by the Wireless Management System (WMS). The WMS feature periodically sends statistics that it has collected for APs and Probes to the WMS process. When WMS receives an event message from an AM, it will save the event information along with the BSSID of the AP that generated the event in the WMS database. When WMS receives statistics from the AM, it updates its state, and the database."
show wms channel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-chanel.htm,This command displays per-channel statistics for monitored APs.
show wms client,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-client.htm,This command displays the list of client information for the clients that can be seen by monitoring APs.
show wms counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-counters_.htm,"This command displays WMS events and debug counters. If you omit the optional debug and events parameters, the show wms counters command displays the frequently used (general) counters in a single table. This command displays counters for database entries, messages, and data structures. The counters displayed vary for each managed device; if the managed device does not have an entry for a particular counter type, it does not appear in the output of this command."
show wms forwarding-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-fwr-stats.htm,This command displays message forwarding statistics between the WLAN Management System (WMS) and Aruba Air Monitor.
show wms general,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-gen.htm,This command displays general configuration information for the Aruba WLAN Management System (WMS).
show wms monitor-summary,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-mon-sum.htm,"This command displays the number of different AP and client types monitored over the last 5 minutes, 1 hour, and since the managed device was last reset. The WLAN management system (WMS) monitors wireless traffic to detect any new AP or wireless client stations that attempt to connect to the network. When an AP or wireless client is detected, it is classified and its classification is used to determine the security policies which should be enforced on the AP or client. Use the show wms monitor-summary command to view a quick summary of each classified AP and client type currently on the network."
show wms probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-probe_.htm,This command displays detailed information on WMS probes.
show wms rogue-ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-rogueap_.htm,"This command displays statistics for APs classified as rogues APs. The optional output modifiers begin , exclude, and include help you display those lines that begin, include, and exclude respectively, the line expression given in the CLI command. The redirect-output modifier helps you redirect the command output."
show wms rogue-ap list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-rogue.htm,This command displays the information on the rogue APs in the network. When an AM classifies an interfering AP as a Rogue AP it sends that classification to the WMS process.
show wms routers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-routers.htm,This command displays learned router MAC information for WMS APs. This command displays the MAC addresses of devices that have been determined to be routers by the listed APs. This output of this command will be blank if there is not any broadcast or multicast activity in an AP's subnet.
show wms rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-rules.htm,"This command displays the internal state and matching information of rules created using the ids ap-classification-rule command. Issue this command to view existing AP classification rules. AP classification rule configuration can only be performed on a Mobility Conductor. If AMP is enabled via the mobility-manager command, then processing of the AP classification rules is disabled on Mobility Conductor. A rule is identified by its ASCII character string name (32 characters maximum)."
show wms system,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-sys.htm,This command displays the WMS system configuration and system state.
show wms wired-mac,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wms-wird-mac.htm,"This command displays a summary table of WLAN Management System (WMS) wired MAC information. This command can display a list of APs aware of a specific gateway MAC address, or list the wired MAC addresses known to a single AP."
show wnm-dot11v bss-tm-response,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-wnm-11v-bss.htm,This command displays the BSS transition management response for a given client.
show ip interface brief,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-ip-intfc-brf.htm,This command displays the IP-related information on all interfaces in summary format.
show zigbee service-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-zb-srv-pro.htm,This command shows the ZigBee service profile.
show zigbee socket-device-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-zb-sokt-dev-pro.htm,This command shows the ZigBee socket device profile.
show zigbee socket-inbound-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-zb-sokt-in-pro.htm,This command shows the ZigBee socket inbound profile.
show zigbee socket-outbound-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sh-zb-sokt-out-pro.htm,This command shows the ZigBee socket outbound profile.
snmp-server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/snmp-server.htm,"This command configures SNMP parameters. It configures SNMP related information for APs in an SNMP profile, which is applied to an AP group or to a specific AP."
spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/spanning-tree.htm,This command configures global settings for the Rapid Spanning Tree Protocol (RSTP) and Per VLAN Spanning Tree (PVST+). Refer to interface gigabitethernet for details on enabling and configuring spanning tree for an individual interface. This command configures the global RSTP settings and is backward compatible with past versions of ArubaOS using STP.
ssh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ssh.htm,"This command configures SSH access to a Mobility Conductor. Public key authentication is supported using a X.509 certificate issued to the management client. If you specify public-key authentication, you need to load the client X.509 certificate into Mobility Conductor and configure certificate authentication for the management user with the mgmt-user ssh-pubkey command."
sso idp-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/sso-idp-pro.htm,"This command configures an SSO Identity Provider profile for use with application SSO with L2 Authentication. This command is used to configure an SSO IDP profile, which establishes the name and URL of the IDP server that Mobility Conductor uses for application SSO."
stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/stm.htm,"This command is used to manually disconnect a client from an AP or control the denylisting of clients. If enabled, the client is not allowed to associate with any AP in the network. If the client is connected to the network when you denylist, a deauthentication message is sent to force the client to disconnect. The client is blocked for the duration specified in the virtual AP profile. The client denylist supports up to 4,000 individual client entries."
support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/support.htm,"This command, which should be used only in conjunction with Aruba customer support, is for controller debugging purposes only. This command is used by Aruba customer support for debugging the controller. Do not use this command without the guidance of Aruba customer support."
syscontact,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/syscontact.htm,"This command configures the name of the system contact for the managed device. Use this command to enter the name of the person who acts as the system contact or administrator for the managed device. You can use a combination of numbers, letters, characters, and spaces to create the name. To include a space in the name, use quotation marks to enclose the alphanumeric string. For example, to create the system contact name Lab Technician 1, enter “Lab Technician 1” at the prompt."
syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/syslocation.htm,"This command configures the name of the system location for the managed device. Use this command to indicate the location of the managed device. You can use a combination of numbers, letters, characters, and spaces to create the name. To include a space in the name, use quotation marks to enclose the text string."
tar,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tar.htm,This command creates archive files in UNIX tar file format.
telnet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/telnet.htm,This command enables telnet to Mobility Conductor or to an AP through Mobility Conductor. Use the host and port to specify the host IP address and the port to enable telnet. This command is available only in Enable mode.
test,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/test.htm,This command enables jitter measurement for a specific IP address.
threshold,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/threshold.htm,"This command configures managed device capacity thresholds which, when exceeded, trigger alerts. The managed device sends a wlsxThresholdExceeded SNMP trap and a syslog error message when the managed device has exceeded a set percentage of the total capacity for that resource. A wlsxThresholdCleared SNMP trap and error message will be triggered if the resource usage drops below the threshold once again."
time-range,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/time-range.htm,"This command configures time ranges. You can use time ranges when configuring session ACLs. Once you configure a time range, you can use it in multiple session ACLs."
time-range-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/time-range-pro.htm,"This command configures time range profiles. You can use time range profiles when configuring session ACLs. After you configure a time range profile, you can use it in multiple session ACLs."
tm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tm.htm,This command is used to configure the maximum queue size for the TM monitoring updates.
tm trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tm-trace.htm,This command is used to configure the TM traces.
traceoptions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/traceoptions.htm,This command configures the traceoptions to monitor and log traffic flows.
tracepath,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tracepath.htm,Traces the path of an IPv6 host and identifies points of failure in your IPv6 network.
traceroute,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/traceroute.htm,Trace the route to the specified IP address.
tunnel-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tunnel-group.htm,This command creates a tunnel-group to group a set of tunnels. Use this command to provide redundancy for L3 GRE tunnels. This feature enables automatic redirection of the user traffic to a standby tunnel when the primary tunnel goes down.
tunnel-loop-prevention,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tunl-loop-prevn.htm,This command prevents prevent forwarding loops between tunneled nodes on the managed device.
tunneled-node-address,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tunl-node-addr.htm,"This command configures the IP address of a tunneled node server. An Aruba managed device can operate as a Wi-Fi managed device, terminating GRE tunnels from tunneled node switches. As a Wi-Fi managed device, the managed device does not perform full Wi-Fi switching functions. Instead, it accepts traffic from ports designated as tunneled node ports, packages this traffic inside a GRE tunnel, and forwards the traffic back to a central managed device for processing."
tunnel-node-mtu,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/tunneled-node-mtu.htm,"This command configures the MTU of a tunneled node. An Aruba managed device can operate as a Wi-Fi managed device, terminating GRE tunnels from tunneled node switches. As a Wi-Fi managed device, the managed device does not perform full Wi-Fi switching functions. Instead, it accepts traffic from ports designated as tunneled node ports, packages this traffic inside a GRE tunnel, and forwards the traffic back to a central managed device for processing."
uap-blacklist,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/uap-blacklist.htm,"This command configures a Unified AP (UAP) blacklist/denylist database entry. You can add, delete, or modify AP MAC addresses and description to the database. If you enable the blacklist/denylist policy in the AP deploy profile, the policy is applied to the APs included in this list. You can also purge this database from the device."
ucc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ucc.htm,This command configures the various UCC Application Layer Gateways (ALGs). The UCC ALGs must be configured from the /mm node hierarchy of Mobility Conductor. All the ALGs are enabled by default.
upgrade internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-inter.htm,"This command upgrades the managed devices with the respective options provided in the input, like using different protocol options as well as loading at different node levels and paths, and also can upgrade the single managed device based on the MAC address of the device. This command is internal or hidden."
upgrade managed-devices,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-md.htm,"This command upgrades the managed devices with the respective options provided in the input, like using different protocol options as well as loading at different node levels and paths, and also can upgrade the single managed device based on the MAC address of the device."
Upgrade nic-firmware,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-nicfw.htm,This command upgrades the NIC firmware image.
upgrade cancel-schedule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upg-cancel-sch.htm,This command cancels an already scheduled upgrade of the managed devices.
upgrade reschedule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-resch.htm,This command reschedules the existing scheduled upgrade of the managed devices.
upgrade-pkg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-pkg.htm,This command upgrades the service module on Mobility Conductor.
upgrade-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/upgrade-profile.htm,This command is used to configure the upgrade profile and can be executed only from the /md node-hierarchy.
