Command,Link,Description,Preprocessed_Description
show log security all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-log-securty-all.htm,This command displays all the security logs for the gateway.,show log security all security logs gateway
show log system,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-system.htm,This command displays system logs of Instant AP.,show log system system logs instant ap
show log system all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-system-all.htm,This command displays the controller’s system logs.,show log system all controller system logs
show log upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-upgrad.htm,This command shows image download from URL and upgrade details for both local image file and URL for the Instant AP.,show log upgrade shows image download url upgrade details local image file url instant ap
show log user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user.htm,This command displays the AP user logs.,show log user ap user logs
show log user all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-user-all.htm,This command shows all of the controller’s user logs.,show log user all shows controller user logs
show log user-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user-debug.htm,This command displays the AP user debug logs.,show log user-debug ap user debug logs
show log user-debug all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-usr-dbg-all.htm,This command displays the controller’s user debug logs.,show log user-debug all controller user debug logs
show log vpn-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-vpn-tunn.htm,This command displays the VPN tunnel status for the AP. Use this command to view a complete table of VPN tunnel status.,show log vpn-tunnel vpn tunnel status ap use view complete table vpn tunnel status
show log wireless,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless.htm,This command displays the wireless logs of the AP.,show log wireless wireless logs ap
show log wireless all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless-all.htm,This command displays the controller’s wireless logs.,show log wireless all controller wireless logs
show mac-address-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mac-add-tab.htm,This command displays the MAC forwarding table.,show mac-address-table mac forwarding table
show master-local stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mstr-lcl-stat.htm,"This command displays the statistics for communication between the gateway and the APs. By default, gateway and APs exchange heartbeat messages every 10 seconds. These heartbeats include a configuration timestamp. If a gateway has later timestamp than the AP, the state of the AP changes from ‘Update Successful’ to ‘Update Required’.",show master-local stats statistics communication gateway aps default gateway aps exchange heartbeat messages every 10 seconds heartbeats include configuration timestamp gateway later timestamp ap state ap changes update successful update required
show memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showmemory.htm,Displays the information about memory utilization for an AP.,show memory information memory utilization ap
show memory debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-memory-debug.htm,This command displays the detailed memory information of the debug memory errors.,show memory debug detailed memory information debug memory errors
show memory ecc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-memory-ecc.htm,This command displays the DRAM ecc counters.,show memory ecc dram ecc counters
show netdestination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-netdst.htm,This command displays the IPv4 network destination entries that are configured on the AP.,show netdestination ipv4 network destination entries configured ap
show netstat stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-netstat.htm,"This command displays the aggregate statistics, or protocol type, port or IP address to filter the statistics displayed in the output of this command.",show netstat stats aggregate statistics protocol type port ip address filter statistics displayed output
show network,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/shownetwork.htm,This command shows network configuration details for an Instant AP. Use this command to view a complete configuration details of a network profile on the Instant AP.,show network shows network configuration details instant ap use view complete configuration details network profile instant ap
show ip nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list.htm,"This command displays the NextHop list settings of a single nexthop list based on the policy-based routing. A NextHop IP is the IP address of an adjacent router or device with layer-2 connectivity to AP. The NextHop list provides redundancy for the NextHop devices by forwarding the traffic to a backup NextHop device in case of failures. If active NextHop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active NextHop on the list.",show ip nexthop-list nexthop list settings single nexthop list based routing nexthop ip ip address adjacent router device connectivity ap nexthop list provides redundancy nexthop devices forwarding traffic backup nexthop device case failures active nexthop device list becomes unreachable traffic matching routing acl forwarded using active nexthop list
show ip nexthop-list-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list-details.htm,"This command displays the NextHop list details for policy-based routing. A NextHop IP is the IP address of an adjacent router or device with layer-2 connectivity to AP. The NextHop list provides redundancy for the NextHop devices by forwarding the traffic to a backup NextHop device in case of failures. If active NextHop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active NextHop on the list.",show ip nexthop-list-details nexthop list details routing nexthop ip ip address adjacent router device connectivity ap nexthop list provides redundancy nexthop devices forwarding traffic backup nexthop device case failures active nexthop device list becomes unreachable traffic matching routing acl forwarded using active nexthop list
show ntp authentication-keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-auth-keys.htm,This command displays information for the NTP authentication key.,show ntp authentication-keys information ntp authentication key
show ntp debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-debug.htm,This command displays NTP logs of the AP.,show ntp debug ntp logs ap
show ntp servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-servers.htm,This command displays information for Network Time Protocol (NTP) servers.,show ntp servers information network time protocol ntp servers
show ntp status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-status.htm,This command shows information about the NTP peerings of the AP. You can troubleshoot and view connection information of the AP with its NTP peer.,show ntp status shows information ntp peerings ap troubleshoot view connection information ap ntp peer
show opendns support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-opendns-supp.htm,This command displays the open DNS configuration details for an AP. The OpenDNS credentials are used by the AP to access OpenDNS to provide enterprise-level content filtering.,show opendns support open dns configuration details ap opendns credentials used ap access opendns provide content filtering
show openflow capabilities,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-openflow-cap.htm,This command displays the OpenFlow agent capabilities information of the gateway.,show openflow capabilities openflow agent capabilities information gateway
show openflow clickstream-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-clickstr.htm,This command displays the configuration information about an OpenFlow clickstream statistics.,show openflow clickstream-statistics configuration information openflow clickstream statistics
show openflow controller,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr.htm,This command displays the IP address of the OpenFlow Gateway.,show openflow controller ip address openflow gateway
show openflow controller detail,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr-deta.htm,This command displays the OpenFlow Gateway details.,show openflow controller detail openflow gateway details
show openflow debug ap-client state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-apclient.htm,This command displays the AP clients state information related to OpenFlow on the gateway cluster where OpenFlow is enabled.,show openflow debug ap-client state ap clients state information related openflow gateway cluster openflow enabled
show openflow debug event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-event.htm,This command displays the information on the OpenFlow AP debug events.,show openflow debug event information openflow ap debug events
show openflow debug flows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-flow.htm,This command displays the flow information of the OpenFlow agent.,show openflow debug flows flow information openflow agent
show openflow debug ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-port.htm,This command displays all the ports configured for OpenFlow.,show openflow debug ports ports configured openflow
show openflow flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-flowtab.htm,This command displays the list of flows installed by OpenFlow Gateway on the OpenFlow agent.,show openflow flow-table list flows installed openflow gateway openflow agent
show openflow ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-ports.htm,This command displays all the ports configured for OpenFlow.,show openflow ports ports configured openflow
show openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-pro.htm,This command displays the OpenFlow profile information configured on the gateway cluster.,show openflow-profile openflow profile information configured gateway cluster
show openflow statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-statis.htm,This command displays the OpenFlow statistics information.,show openflow statistics openflow statistics information
show overlay bucketmap status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-bucketmap-stat.htm,This command displays the show overlay bucketmap status for a Gateway.,show overlay bucketmap status show overlay bucketmap status gateway
show overlay cluster-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-clusterinfo.htm,This command displays the overlay cluster information for the Gateway.,show overlay cluster-info overlay cluster information gateway
show overlay multicast-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20multicast-vlan.htm,This command displays the overlay multicast vlan information for the gateway cluster.,show overlay multicast-vlan overlay multicast vlan information gateway cluster
show overlay ssid-cluster status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20ssid-cluster%20status.htm,This command displays the information for the gateway cluster SSID.,show overlay ssid-cluster status information gateway cluster ssid
show overlay tunnel config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-tunnconf.htm,This command displays tunnel configuration information for the gateway cluster.,show overlay tunnel config tunnel configuration information gateway cluster
show packet-capture-defaults,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpacketcapture.htm,This command displays the status of the parameters configured for packet-capture.,show packet-capture-defaults status parameters configured
show papi kernel-socket-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-papi-kernel.htm,This command displays the state of the UDP PAPI sockets in the kernel.,show papi kernel-socket-stats state udp papi sockets kernel
show port link-event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-link-event.htm,This command displays the link status on each port in the gateway.,show port link-event link status port gateway
show pppoe debug-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpppoe.htm,This command shows PPPoE debug logs.,show pppoe debug-logs shows pppoe debug logs
show pppoe status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-pppoe-status.htm,"This command displays the PPPoE status, including the PPPoE uplink state and information about the PPPoE server connection.",show pppoe status pppoe status including pppoe uplink state information pppoe server connection
show process,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showprocess.htm,"This command displays a list of processes running on an AP. The output of this command provides information on the process ID, user ID of the user running the process, virtual memory consumed by the process, statistics and the command associated with the processes running on the AP.",show process list processes running ap output provides information process id user id user running process virtual memory consumed process statistics associated processes running ap
show processes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-processes.htm,This command displays the list of all system processes running on the gateway. You can sort the list either by CPU-intensive or memory-intensive processes.,show processes list system processes running gateway sort list either processes
show process monitor statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-process-monitor-stats.htm,This command displays the current status of all the processes running under the process monitor watchdog.,show process monitor statistics current status processes running process monitor watchdog
show port status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-portstatus.htm,This command displays the activity statistics for each port on the AP.,show port status activity statistics port ap
show port-bonding status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-bonding-status.htm,This command displays the bonding status on each port of the Access Points.,show port-bonding status bonding status port access points
show proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy_config.htm,This command displays the HTTP proxy configuration settings.,show proxy http proxy configuration settings
show proxy config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy.htm,This command displays the HTTP proxy configuration settings.,show proxy config http proxy configuration settings
show radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rad-att.htm,This command displays the RADIUS attributes recognized by the gateway.,show radius-attributes radius attributes recognized gateway
show radio config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radio-config.htm,This command displays the 2.4 GHz and 5 GHz radio configuration details for an AP.,show radio config ghz 5 ghz radio configuration details ap
show radius status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radius-stat.htm,This command displays the status of TLS tunnel between the AP and RadSec proxy. Use this command to view the status of TLS tunnel when RADIUS communication over TLS is enabled on an AP.,show radius status status tls tunnel ap radsec proxy use view status tls tunnel radius communication tls enabled ap
show radius-servers support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rad-serv-supp.htm,This command displays the RADIUS server configuration details for an AP.,show radius-servers support radius server configuration details ap
show rights,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rights.htm,"This command displays the list of user roles in the roles table with high level details of role policies. To view role policies of a specific role, specify the role name.",show rights list user roles roles table high level details role policies view role policies specific role specify role name
show roleinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-roleinfo.htm,This command displays the role of the controller.,show roleinfo role controller
show route-access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rout-acc-lst.htm,This command displays information about ACLs for Policy-based Routing (PBR).,show route-access-list information acls routing pbr
show routing-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rout-prof.htm,This commands displays all global static route status configured on an AP under routing-profile.,show routing-profile commands global static route status configured ap
show route map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-route-map.htm,This command displays the configured route maps created for the cloud connect service.,show route map configured route maps created cloud connect service
show running-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-run-conf.htm,"This command displays the current Mobility Master configuration, including all pending changes that are yet to be saved. Use this command to see the complete running and pending configuration on the Mobility Master.",show running-config current mobility master configuration including pending changes yet saved use see complete running pending configuration mobility master
show saas app-list all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-app-li.htm,This command displays the list of all the SaaS applications that are being monitored by a Branch Gateway.,show saas app-list all list saas applications monitored branch gateway
show saas dns-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnsl.htm,This command displays all the DNS probes sent by the Branch Gateway and the client to discover the server IP address.,show saas dns-list dns probes sent branch gateway client discover server ip address
show saas dns-transactions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnstr.htm,This command displays the DNS transactions made by the SaaS applications that are being monitored by the gateway.,show saas dns-transactions dns transactions made saas applications monitored gateway
show saas fastdpi-prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-fstdpi-pref.htm,This command displays details of public network prefixes used by Microsoft Office 365.,show saas fastdpi-prefix-list details public network prefixes used microsoft office 365
show saas path-steer-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-psp.htm,This command displays the exit profiles for all the SaaS applications.,show saas path-steer-profile exit profiles saas applications
show saas threshold-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-tp.htm,This command displays the threshold profiles and the corresponding values that are configured in Aruba Central. It is used to measure the Quality of Experience (QoE).,show saas threshold-profile threshold profiles corresponding values configured aruba central used measure quality experience qoe
show slots,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-slots.htm,"This command displays the list of slots in the managed device, including the status and card type.",show slots list slots managed device including status card type
show snmp community,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-comm.htm,This command displays the SNMP community string details.,show snmp community snmp community string details
show snmp inform stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-inform.htm,This command displays the size of the SNMP inform queue.,show snmp inform stats size snmp inform queue
show socket,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-sockets.htm,This command displays the list of active sockets for each protocol on the device.,show socket list active sockets protocol device
show spantree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-spantree.htm,This command displays the of global RSTP and PVST+ topology.,show spantree global rstp topology
show spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-span-tree.htm,This command displays the RSTP and PVST+ configuration.,show spanning-tree rstp configuration
show speed-test data,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-speed-test-data.htm,This command displays the details obtained by running the speed-test (iPerf) tool on an AP device to measure the network speed and bandwidth for the specified iPerf server address and protocol type.,show speed-test data details obtained running iperf tool ap device measure network speed bandwidth specified iperf server address protocol type
show station-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-station-tab.htm,Displays the internal station table entries and also details of a station table entry.,show station-table internal station table entries also details station table entry
show stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-stm.htm,This command displays the deauthentication reasons and the monitoring update queue information from the station management module.,show stm deauthentication reasons monitoring update queue information station management module
show storage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-storage.htm,This command displays the storage information on the controller.,show storage storage information controller
show stun client debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-stun-cl-dbg.htm,"This command displays the Session Traversal of Utilities for NAT (STUN) client information of each uplink VLAN. It shows the STUN server IP address, number of STUN clients, STUN client request timeout, and the uplink local IP address and public IP address with their corresponding ports.",show stun client debug session traversal utilities nat stun client information uplink vlan shows stun server ip address number stun clients stun client request timeout uplink local ip address public ip address corresponding ports
show swarm state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-swarm-state.htm,This command displays the various entities associated with the swarm.,show swarm state various entities associated swarm
show syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-syslocation.htm,This command displays the location details of the controller.,show syslocation location details controller
show tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tech-sup.htm,This command displays all information about the controller required for technical support purposes.,show tech-support information controller required technical support purposes
show threshold-limits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-thresh-lim.htm,This command displays current values of the different resources monitored by the managed device.,show threshold-limits current values different resources monitored managed device
show threshold-limits controlpath-memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tl-cm.htm,This command displays current values of the different resources monitored by the managed device.,show threshold-limits controlpath-memory current values different resources monitored managed device
show threshold-limits no-of-aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-laps.htm,This command displays the following values.,show threshold-limits no-of-aps following values
show threshold-limits no-of-locals,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-llocals.htm,"This command displays the default threshold for the number of gateways which, when exceeded, will trigger an alert, and the current configured threshold. The output also displays the maximum number of gateways that can be connected to this Mobility Conductor, and the number of gateways currently connected.",show threshold-limits no-of-locals default threshold number gateways exceeded trigger alert current configured threshold output also maximum number gateways connected mobility conductor number gateways currently connected
show threshold-limits total-tunnel-capacity,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-lcapacity.htm,"This command displays the default tunnel capacity threshold which, when exceeded, will trigger an alert, as well as the current configured tunnel threshold. The output also includes the maximum number of tunnels supported by the gateway, as well as the number of tunnels currently used by the gateway.",show threshold-limits total-tunnel-capacity default tunnel capacity threshold exceeded trigger alert well current configured tunnel threshold output also includes maximum number tunnels supported gateway well number tunnels currently used gateway
show threshold-limits user-capacity ,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-li-ucp.htm,"This command displays the default tunnel capacity threshold which, when exceeded, will trigger an alert, as well as the current configured tunnel threshold. The output also includes the maximum number of tunnels supported by the gateway, as well as the number of tunnels currently used by the gateway.",show threshold-limits user-capacity  default tunnel capacity threshold exceeded trigger alert well current configured tunnel threshold output also includes maximum number tunnels supported gateway well number tunnels currently used gateway
show tpm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm.htm,This command displays the TPM and factory certificate information and error log. Use this command to verify that TPM and factory certificates are installed as expected.,show tpm tpm factory certificate information error log use verify tpm factory certificates installed expected
show tpm cert-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-crtinf.htm,This command displays the TPM factory certificate and generated factory certificate information.,show tpm cert-info tpm factory certificate generated factory certificate information
show tpm errorlog,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-erlog.htm,This command displays the TPM and factory certificate error log.,show tpm errorlog tpm factory certificate error log
show trunk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-trunk.htm,This command displays the list of trunk ports on the gateway.,show trunk list trunk ports gateway
show tunnelmgr counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-cntr.htm,This command displays the message counters for the tunneled node.,show tunnelmgr counters message counters tunneled node
show tunnelmgr tunnel-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-tnl-lst.htm,This command displays the list of tunnels for the tunneled node.,show tunnelmgr tunnel-list list tunnels tunneled node
show tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunnel-node.htm,"This command displays the wired tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database.",show tunneled-node wired tunneled node configuration details state tunneled node lists tunneled nodes database
show tunneled-node config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-cnf.htm,This command displays the wired tunneled node configuration details.,show tunneled-node config wired tunneled node configuration details
show tunneled-node database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-db.htm,This command displays all the tunneled nodes in the database.,show tunneled-node database tunneled nodes database
show tunneled-node state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-st.htm,This command displays the state of the tunneled node.,show tunneled-node state state tunneled node
show tunneled-node-mgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunl-node-mgr.htm,"This command displays the tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database.",show tunneled-node-mgr tunneled node configuration details state tunneled node lists tunneled nodes database
show tunneled-node-mgr cluster-bucket-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-bm.htm,This command displays the tunneled node cluster bucket map details.,show tunneled-node-mgr cluster-bucket-map tunneled node cluster bucket map details
show tunneled-node-mgr cluster-node-list verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-nl-vrb.htm,This command displays the tunneled cluster node list information in a tabular format.,show tunneled-node-mgr cluster-node-list verbose tunneled cluster node list information tabular format
show tunneled-node-mgr gsm-counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-gsm-co.htm,This command displays GSM counters details of the tunneled node.,show tunneled-node-mgr gsm-counters gsm counters details tunneled node
show tunneled-node-mgr mcast-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-mc-tn-tb.htm,This command displays Information on multicast tunnel of the tunneled node.,show tunneled-node-mgr mcast-tunnel-table information multicast tunnel tunneled node
show tunneled-node-mgr mcast-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mc-vl-us-mp.htm,This command displays information on the user count on each multicast tunnel VLAN pair of the tunneled node.,show tunneled-node-mgr mcast-vlan-user-map information user count multicast tunnel vlan pair tunneled node
show tunneled-node-mgr node-heartbeat-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-ht.htm,This command displays the tunneled node heartbeat table related information.,show tunneled-node-mgr node-heartbeat-table tunneled node heartbeat table related information
show tunneled-node-mgr stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-st.htm,This command displays the tunneled node manager statistics.,show tunneled-node-mgr stats tunneled node manager statistics
show tunneled-node-mgr trace-buf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-trbf.htm,This command displays contents of trace buffer of the tunneled node manager.,show tunneled-node-mgr trace-buf contents trace buffer tunneled node manager
show tunneled-node-mgr tunneled-nodes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnnd.htm,This command displays all the information on tunneled nodes.,show tunneled-node-mgr tunneled-nodes information tunneled nodes
show tunneled-node-mgr tunneled-users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnusr.htm,This command displays all the information on tunneled users.,show tunneled-node-mgr tunneled-users information tunneled users
show tunneled-node-mgr tunnel-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnvlu.htm,This command displays information on user count on each tunnel VLAN pair of the tunneled node.,show tunneled-node-mgr tunnel-vlan-user-map information user count tunnel vlan pair tunneled node
show tunneled-node-mgr user-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-ndm-ustntb.htm,This command displays information on user tunnel tables of the tunneled node.,show tunneled-node-mgr user-tunnel-table information user tunnel tables tunneled node
show ucm cdrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show-ucm-cdrs.htm,This command displays the UCM call data records stored on the AP.,show ucm cdrs ucm call data records stored ap
show upgrade info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-upgrade.htm,This command displays the image upgrade details for an AP.,show upgrade info image upgrade details ap
show uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk.htm,This command displays uplink manager configuration details.,show uplink uplink manager configuration details
show uplink cellular config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-cc.htm,This command displays the uplink manager configuration details.,show uplink cellular config uplink manager configuration details
show uplink cellular connection-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-ccl.htm,This command displays the logs of the uplink cellular connection with date and time. The logs also contain information about the vendor ID and product ID.,show uplink cellular connection-logs logs uplink cellular connection date time logs also contain information vendor id product id
show uplink cellular signal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-signal.htm,"This command displays information about the cellular signal such as the status, the signal strength, the type of uplink, and so on.",show uplink cellular signal information cellular signal status signal strength type uplink
show uplink debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-debug.htm,This command displays debugging information for the uplink.,show uplink debug debugging information uplink
show uplink stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-stats.htm,"This command displays the statistical information on the designated uplink. If the gateway model supports LTE connection, one of the uplinks could be cellular uplink.",show uplink stats statistical information designated uplink gateway model supports lte connection one uplinks could cellular uplink
show uplink status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-status.htm,This command displays the uplink manager status.,show uplink status uplink manager status
show usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-usb.htm,This command displays detailed USB device information on a gateway.,show usb detailed usb device information gateway
show user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user.htm,"This command displays detailed information about user based on the ip address in terms of AP group, authentication method, role and so on.",show user detailed information user based ip address terms ap group authentication method role
